Iso_code,Country,Region,Indicator,Category,Sex,Year,Unity,Value
AZE,Azerbaijan,Asia,Violent offences,Serious assault,Total,2003,Counts,155
BEL,Belgium,Europe,Violent offences,Serious assault,Total,2003,Counts,61959
BGR,Bulgaria,Europe,Violent offences,Serious assault,Total,2003,Counts,3806
BHR,Bahrain,Asia,Violent offences,Serious assault,Total,2003,Counts,2701
BLR,Belarus,Europe,Violent offences,Serious assault,Total,2003,Counts,4032
BMU,Bermuda,Americas,Violent offences,Serious assault,Total,2003,Counts,522
BRN,Brunei Darussalam,Asia,Violent offences,Serious assault,Total,2003,Counts,470
CAN,Canada,Americas,Violent offences,Serious assault,Total,2003,Counts,48135
CHE,Switzerland,Europe,Violent offences,Serious assault,Total,2003,Counts,6732
CMR,Cameroon,Africa,Violent offences,Serious assault,Total,2003,Counts,2998
CYP,Cyprus,Asia,Violent offences,Serious assault,Total,2003,Counts,135
DEU,Germany,Europe,Violent offences,Serious assault,Total,2003,Counts,445727
DNK,Denmark,Europe,Violent offences,Serious assault,Total,2003,Counts,10894
DZA,Algeria,Africa,Violent offences,Serious assault,Total,2003,Counts,23050
ECU,Ecuador,Americas,Violent offences,Serious assault,Total,2003,Counts,7084
FIN,Finland,Europe,Violent offences,Serious assault,Total,2003,Counts,28835
FRA,France,Europe,Violent offences,Serious assault,Total,2003,Counts,135003
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Serious assault,Total,2003,Counts,455514
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Serious assault,Total,2003,Counts,1116
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Serious assault,Total,2003,Counts,62330
GRC,Greece,Europe,Violent offences,Serious assault,Total,2003,Counts,7663
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Serious assault,Total,2003,Counts,7754
HRV,Croatia,Europe,Violent offences,Serious assault,Total,2003,Counts,1249
HUN,Hungary,Europe,Violent offences,Serious assault,Total,2003,Counts,11442
IRL,Ireland,Europe,Violent offences,Serious assault,Total,2003,Counts,11792
JPN,Japan,Asia,Violent offences,Serious assault,Total,2003,Counts,58505
KGZ,Kyrgyzstan,Asia,Violent offences,Serious assault,Total,2003,Counts,225
LIE,Liechtenstein,Europe,Violent offences,Serious assault,Total,2003,Counts,61
LKA,Sri Lanka,Asia,Violent offences,Serious assault,Total,2003,Counts,22178
LTU,Lithuania,Europe,Violent offences,Serious assault,Total,2003,Counts,543
LVA,Latvia,Europe,Violent offences,Serious assault,Total,2003,Counts,883
MAR,Morocco,Africa,Violent offences,Serious assault,Total,2003,Counts,48662
MCO,Monaco,Europe,Violent offences,Serious assault,Total,2003,Counts,94
MNE,Montenegro,Europe,Violent offences,Serious assault,Total,2003,Counts,141
MNG,Mongolia,Asia,Violent offences,Serious assault,Total,2003,Counts,2440
MUS,Mauritius,Africa,Violent offences,Serious assault,Total,2003,Counts,105
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Serious assault,Total,2003,Counts,53500
NOR,Norway,Europe,Violent offences,Serious assault,Total,2003,Counts,2804
PRT,Portugal,Europe,Violent offences,Serious assault,Total,2003,Counts,44304
PSE,State of Palestine,Asia,Violent offences,Serious assault,Total,2003,Counts,5283
QAT,Qatar,Asia,Violent offences,Serious assault,Total,2003,Counts,291
ROU,Romania,Europe,Violent offences,Serious assault,Total,2003,Counts,9641
SGP,Singapore,Asia,Violent offences,Serious assault,Total,2003,Counts,593
STP,Sao Tome and Principe,Africa,Violent offences,Serious assault,Total,2003,Counts,1
SVK,Slovakia,Europe,Violent offences,Serious assault,Total,2003,Counts,4076
SVN,Slovenia,Europe,Violent offences,Serious assault,Total,2003,Counts,2400
SWE,Sweden,Europe,Violent offences,Serious assault,Total,2003,Counts,65177
SWZ,Eswatini,Africa,Violent offences,Serious assault,Total,2003,Counts,14725
SYR,Syrian Arab Republic,Asia,Violent offences,Serious assault,Total,2003,Counts,5390
TUR,Türkiye,Asia,Violent offences,Serious assault,Total,2003,Counts,91997
UGA,Uganda,Africa,Violent offences,Serious assault,Total,2003,Counts,19491
UKR,Ukraine,Europe,Violent offences,Serious assault,Total,2003,Counts,5703
USA,United States of America,Americas,Violent offences,Serious assault,Total,2003,Counts,859030
ZWE,Zimbabwe,Africa,Violent offences,Serious assault,Total,2003,Counts,78464
ARM,Armenia,Asia,Violent offences,Serious assault,Total,2004,Counts,190
AUT,Austria,Europe,Violent offences,Serious assault,Total,2004,Counts,3584
AZE,Azerbaijan,Asia,Violent offences,Serious assault,Total,2004,Counts,171
BEL,Belgium,Europe,Violent offences,Serious assault,Total,2004,Counts,64811
BGR,Bulgaria,Europe,Violent offences,Serious assault,Total,2004,Counts,3711
BHR,Bahrain,Asia,Violent offences,Serious assault,Total,2004,Counts,3837
BLR,Belarus,Europe,Violent offences,Serious assault,Total,2004,Counts,1970
BMU,Bermuda,Americas,Violent offences,Serious assault,Total,2004,Counts,435
BRB,Barbados,Americas,Violent offences,Serious assault,Total,2004,Counts,1610
BRN,Brunei Darussalam,Asia,Violent offences,Serious assault,Total,2004,Counts,537
CAN,Canada,Americas,Violent offences,Serious assault,Total,2004,Counts,49376
CHE,Switzerland,Europe,Violent offences,Serious assault,Total,2004,Counts,8198
CMR,Cameroon,Africa,Violent offences,Serious assault,Total,2004,Counts,3056
COL,Colombia,Americas,Violent offences,Serious assault,Total,2004,Counts,32534
CYP,Cyprus,Asia,Violent offences,Serious assault,Total,2004,Counts,172
CZE,Czechia,Europe,Violent offences,Serious assault,Total,2004,Counts,23579
DEU,Germany,Europe,Violent offences,Serious assault,Total,2004,Counts,474575
DNK,Denmark,Europe,Violent offences,Serious assault,Total,2004,Counts,11005
DZA,Algeria,Africa,Violent offences,Serious assault,Total,2004,Counts,20234
ECU,Ecuador,Americas,Violent offences,Serious assault,Total,2004,Counts,7967
FIN,Finland,Europe,Violent offences,Serious assault,Total,2004,Counts,29782
FRA,France,Europe,Violent offences,Serious assault,Total,2004,Counts,137679
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Serious assault,Total,2004,Counts,513173
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Serious assault,Total,2004,Counts,1089
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Serious assault,Total,2004,Counts,80486
GEO,Georgia,Asia,Violent offences,Serious assault,Total,2004,Counts,371
GRC,Greece,Europe,Violent offences,Serious assault,Total,2004,Counts,7606
GTM,Guatemala,Americas,Violent offences,Serious assault,Total,2004,Counts,6443
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Serious assault,Total,2004,Counts,7811
HRV,Croatia,Europe,Violent offences,Serious assault,Total,2004,Counts,1153
HUN,Hungary,Europe,Violent offences,Serious assault,Total,2004,Counts,12514
IND,India,Asia,Violent offences,Serious assault,Total,2004,Counts,276868
IRL,Ireland,Europe,Violent offences,Serious assault,Total,2004,Counts,12255
ISR,Israel,Asia,Violent offences,Serious assault,Total,2004,Counts,50171
ITA,Italy,Europe,Violent offences,Serious assault,Total,2004,Counts,51823
JPN,Japan,Asia,Violent offences,Serious assault,Total,2004,Counts,59628
KGZ,Kyrgyzstan,Asia,Violent offences,Serious assault,Total,2004,Counts,213
KWT,Kuwait,Asia,Violent offences,Serious assault,Total,2004,Counts,641
LIE,Liechtenstein,Europe,Violent offences,Serious assault,Total,2004,Counts,70
LKA,Sri Lanka,Asia,Violent offences,Serious assault,Total,2004,Counts,21172
LTU,Lithuania,Europe,Violent offences,Serious assault,Total,2004,Counts,454
LVA,Latvia,Europe,Violent offences,Serious assault,Total,2004,Counts,872
MAR,Morocco,Africa,Violent offences,Serious assault,Total,2004,Counts,46067
MCO,Monaco,Europe,Violent offences,Serious assault,Total,2004,Counts,129
MEX,Mexico,Americas,Violent offences,Serious assault,Total,2004,Counts,246338
MNE,Montenegro,Europe,Violent offences,Serious assault,Total,2004,Counts,150
MNG,Mongolia,Asia,Violent offences,Serious assault,Total,2004,Counts,2846
MOZ,Mozambique,Africa,Violent offences,Serious assault,Total,2004,Counts,1350
MUS,Mauritius,Africa,Violent offences,Serious assault,Total,2004,Counts,144
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Serious assault,Total,2004,Counts,55300
NOR,Norway,Europe,Violent offences,Serious assault,Total,2004,Counts,2884
PER,Peru,Americas,Violent offences,Serious assault,Total,2004,Counts,15020
PRT,Portugal,Europe,Violent offences,Serious assault,Total,2004,Counts,41716
PSE,State of Palestine,Asia,Violent offences,Serious assault,Total,2004,Counts,5812
QAT,Qatar,Asia,Violent offences,Serious assault,Total,2004,Counts,298
ROU,Romania,Europe,Violent offences,Serious assault,Total,2004,Counts,9201
RUS,Russian Federation,Europe,Violent offences,Serious assault,Total,2004,Counts,57453
SGP,Singapore,Asia,Violent offences,Serious assault,Total,2004,Counts,549
SLB,Solomon Islands,Oceania,Violent offences,Serious assault,Total,2004,Counts,1207
STP,Sao Tome and Principe,Africa,Violent offences,Serious assault,Total,2004,Counts,1
SVK,Slovakia,Europe,Violent offences,Serious assault,Total,2004,Counts,3810
SVN,Slovenia,Europe,Violent offences,Serious assault,Total,2004,Counts,2379
SWE,Sweden,Europe,Violent offences,Serious assault,Total,2004,Counts,67089
SWZ,Eswatini,Africa,Violent offences,Serious assault,Total,2004,Counts,14587
SYR,Syrian Arab Republic,Asia,Violent offences,Serious assault,Total,2004,Counts,6365
TTO,Trinidad and Tobago,Americas,Violent offences,Serious assault,Total,2004,Counts,643
TUR,Türkiye,Asia,Violent offences,Serious assault,Total,2004,Counts,97145
UGA,Uganda,Africa,Violent offences,Serious assault,Total,2004,Counts,25744
UKR,Ukraine,Europe,Violent offences,Serious assault,Total,2004,Counts,5538
USA,United States of America,Americas,Violent offences,Serious assault,Total,2004,Counts,847381
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Serious assault,Total,2004,Counts,1529
ZWE,Zimbabwe,Africa,Violent offences,Serious assault,Total,2004,Counts,95581
ALB,Albania,Europe,Violent offences,Serious assault,Total,2005,Counts,165
ARE,United Arab Emirates,Asia,Violent offences,Serious assault,Total,2005,Counts,717
ARG,Argentina,Americas,Violent offences,Serious assault,Total,2005,Counts,142099
ARM,Armenia,Asia,Violent offences,Serious assault,Total,2005,Counts,180
AUT,Austria,Europe,Violent offences,Serious assault,Total,2005,Counts,3611
AZE,Azerbaijan,Asia,Violent offences,Serious assault,Total,2005,Counts,165
BEL,Belgium,Europe,Violent offences,Serious assault,Total,2005,Counts,67418
BGD,Bangladesh,Asia,Violent offences,Serious assault,Total,2005,Counts,570
BGR,Bulgaria,Europe,Violent offences,Serious assault,Total,2005,Counts,3656
BHR,Bahrain,Asia,Violent offences,Serious assault,Total,2005,Counts,3528
BIH,Bosnia and Herzegovina,Europe,Violent offences,Serious assault,Total,2005,Counts,1369
BLR,Belarus,Europe,Violent offences,Serious assault,Total,2005,Counts,1915
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Serious assault,Total,2005,Counts,6026
BRB,Barbados,Americas,Violent offences,Serious assault,Total,2005,Counts,1731
BRN,Brunei Darussalam,Asia,Violent offences,Serious assault,Total,2005,Counts,530
CAN,Canada,Americas,Violent offences,Serious assault,Total,2005,Counts,53451
CHE,Switzerland,Europe,Violent offences,Serious assault,Total,2005,Counts,8099
CMR,Cameroon,Africa,Violent offences,Serious assault,Total,2005,Counts,3140
COL,Colombia,Americas,Violent offences,Serious assault,Total,2005,Counts,30415
CYP,Cyprus,Asia,Violent offences,Serious assault,Total,2005,Counts,132
CZE,Czechia,Europe,Violent offences,Serious assault,Total,2005,Counts,21684
DEU,Germany,Europe,Violent offences,Serious assault,Total,2005,Counts,494329
DNK,Denmark,Europe,Violent offences,Serious assault,Total,2005,Counts,11117
DZA,Algeria,Africa,Violent offences,Serious assault,Total,2005,Counts,32920
ECU,Ecuador,Americas,Violent offences,Serious assault,Total,2005,Counts,7756
ESP,Spain,Europe,Violent offences,Serious assault,Total,2005,Counts,172824
EST,Estonia,Europe,Violent offences,Serious assault,Total,2005,Counts,132
FIN,Finland,Europe,Violent offences,Serious assault,Total,2005,Counts,30467
FRA,France,Europe,Violent offences,Serious assault,Total,2005,Counts,148651
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Serious assault,Total,2005,Counts,541455
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Serious assault,Total,2005,Counts,1095
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Serious assault,Total,2005,Counts,78601
GEO,Georgia,Asia,Violent offences,Serious assault,Total,2005,Counts,368
GIN,Guinea,Africa,Violent offences,Serious assault,Total,2005,Counts,286
GRC,Greece,Europe,Violent offences,Serious assault,Total,2005,Counts,7777
GRD,Grenada,Americas,Violent offences,Serious assault,Total,2005,Counts,1894
GTM,Guatemala,Americas,Violent offences,Serious assault,Total,2005,Counts,6095
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Serious assault,Total,2005,Counts,8091
HRV,Croatia,Europe,Violent offences,Serious assault,Total,2005,Counts,1153
HUN,Hungary,Europe,Violent offences,Serious assault,Total,2005,Counts,12339
IND,India,Asia,Violent offences,Serious assault,Total,2005,Counts,270861
IRL,Ireland,Europe,Violent offences,Serious assault,Total,2005,Counts,12479
ISR,Israel,Asia,Violent offences,Serious assault,Total,2005,Counts,51114
ITA,Italy,Europe,Violent offences,Serious assault,Total,2005,Counts,56629
JOR,Jordan,Asia,Violent offences,Serious assault,Total,2005,Counts,14677
JPN,Japan,Asia,Violent offences,Serious assault,Total,2005,Counts,60299
KEN,Kenya,Africa,Violent offences,Serious assault,Total,2005,Counts,12715
KGZ,Kyrgyzstan,Asia,Violent offences,Serious assault,Total,2005,Counts,264
KWT,Kuwait,Asia,Violent offences,Serious assault,Total,2005,Counts,595
LIE,Liechtenstein,Europe,Violent offences,Serious assault,Total,2005,Counts,71
LTU,Lithuania,Europe,Violent offences,Serious assault,Total,2005,Counts,407
LVA,Latvia,Europe,Violent offences,Serious assault,Total,2005,Counts,1100
MAR,Morocco,Africa,Violent offences,Serious assault,Total,2005,Counts,32623
MCO,Monaco,Europe,Violent offences,Serious assault,Total,2005,Counts,155
MDA,Republic of Moldova,Europe,Violent offences,Serious assault,Total,2005,Counts,395
MEX,Mexico,Americas,Violent offences,Serious assault,Total,2005,Counts,239166
MNE,Montenegro,Europe,Violent offences,Serious assault,Total,2005,Counts,155
MNG,Mongolia,Asia,Violent offences,Serious assault,Total,2005,Counts,2991
MOZ,Mozambique,Africa,Violent offences,Serious assault,Total,2005,Counts,1272
MUS,Mauritius,Africa,Violent offences,Serious assault,Total,2005,Counts,122
MYS,Malaysia,Asia,Violent offences,Serious assault,Total,2005,Counts,4246
NIC,Nicaragua,Americas,Violent offences,Serious assault,Total,2005,Counts,19335
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Serious assault,Total,2005,Counts,67060
NOR,Norway,Europe,Violent offences,Serious assault,Total,2005,Counts,2961
NPL,Nepal,Asia,Violent offences,Serious assault,Total,2005,Counts,1047
NZL,New Zealand,Oceania,Violent offences,Serious assault,Total,2005,Counts,9683
PER,Peru,Americas,Violent offences,Serious assault,Total,2005,Counts,14699
PRT,Portugal,Europe,Violent offences,Serious assault,Total,2005,Counts,39220
PRY,Paraguay,Americas,Violent offences,Serious assault,Total,2005,Counts,2235
PSE,State of Palestine,Asia,Violent offences,Serious assault,Total,2005,Counts,6572
ROU,Romania,Europe,Violent offences,Serious assault,Total,2005,Counts,8898
RUS,Russian Federation,Europe,Violent offences,Serious assault,Total,2005,Counts,57863
SEN,Senegal,Africa,Violent offences,Serious assault,Total,2005,Counts,279
SGP,Singapore,Asia,Violent offences,Serious assault,Total,2005,Counts,607
SLB,Solomon Islands,Oceania,Violent offences,Serious assault,Total,2005,Counts,1213
SLV,El Salvador,Americas,Violent offences,Serious assault,Total,2005,Counts,4628
SRB,Serbia,Europe,Violent offences,Serious assault,Total,2005,Counts,1614
SVK,Slovakia,Europe,Violent offences,Serious assault,Total,2005,Counts,3896
SVN,Slovenia,Europe,Violent offences,Serious assault,Total,2005,Counts,2304
SWE,Sweden,Europe,Violent offences,Serious assault,Total,2005,Counts,72645
SYR,Syrian Arab Republic,Asia,Violent offences,Serious assault,Total,2005,Counts,6157
THA,Thailand,Asia,Violent offences,Serious assault,Total,2005,Counts,28245
TKM,Turkmenistan,Asia,Violent offences,Serious assault,Total,2005,Counts,90
TTO,Trinidad and Tobago,Americas,Violent offences,Serious assault,Total,2005,Counts,801
TUR,Türkiye,Asia,Violent offences,Serious assault,Total,2005,Counts,105721
UGA,Uganda,Africa,Violent offences,Serious assault,Total,2005,Counts,35092
UKR,Ukraine,Europe,Violent offences,Serious assault,Total,2005,Counts,6707
USA,United States of America,Americas,Violent offences,Serious assault,Total,2005,Counts,862220
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Serious assault,Total,2005,Counts,1252
ZWE,Zimbabwe,Africa,Violent offences,Serious assault,Total,2005,Counts,92510
ALB,Albania,Europe,Violent offences,Serious assault,Total,2006,Counts,246
ARE,United Arab Emirates,Asia,Violent offences,Serious assault,Total,2006,Counts,758
ARG,Argentina,Americas,Violent offences,Serious assault,Total,2006,Counts,134291
ARM,Armenia,Asia,Violent offences,Serious assault,Total,2006,Counts,178
AUT,Austria,Europe,Violent offences,Serious assault,Total,2006,Counts,3577
AZE,Azerbaijan,Asia,Violent offences,Serious assault,Total,2006,Counts,160
BEL,Belgium,Europe,Violent offences,Serious assault,Total,2006,Counts,70886
BGD,Bangladesh,Asia,Violent offences,Serious assault,Total,2006,Counts,570
BGR,Bulgaria,Europe,Violent offences,Serious assault,Total,2006,Counts,2976
BHR,Bahrain,Asia,Violent offences,Serious assault,Total,2006,Counts,3455
BIH,Bosnia and Herzegovina,Europe,Violent offences,Serious assault,Total,2006,Counts,1498
BLR,Belarus,Europe,Violent offences,Serious assault,Total,2006,Counts,1726
BLZ,Belize,Americas,Violent offences,Serious assault,Total,2006,Counts,142
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Serious assault,Total,2006,Counts,5405
BRA,Brazil,Americas,Violent offences,Serious assault,Total,2006,Counts,652778
BRB,Barbados,Americas,Violent offences,Serious assault,Total,2006,Counts,1704
BRN,Brunei Darussalam,Asia,Violent offences,Serious assault,Total,2006,Counts,451
CAN,Canada,Americas,Violent offences,Serious assault,Total,2006,Counts,56709
CHE,Switzerland,Europe,Violent offences,Serious assault,Total,2006,Counts,9272
CHL,Chile,Americas,Violent offences,Serious assault,Total,2006,Counts,20992
CMR,Cameroon,Africa,Violent offences,Serious assault,Total,2006,Counts,3136
COL,Colombia,Americas,Violent offences,Serious assault,Total,2006,Counts,46529
CRI,Costa Rica,Americas,Violent offences,Serious assault,Total,2006,Counts,5931
CYP,Cyprus,Asia,Violent offences,Serious assault,Total,2006,Counts,134
CZE,Czechia,Europe,Violent offences,Serious assault,Total,2006,Counts,19171
DEU,Germany,Europe,Violent offences,Serious assault,Total,2006,Counts,510775
DNK,Denmark,Europe,Violent offences,Serious assault,Total,2006,Counts,11628
DZA,Algeria,Africa,Violent offences,Serious assault,Total,2006,Counts,36681
ECU,Ecuador,Americas,Violent offences,Serious assault,Total,2006,Counts,6575
EGY,Egypt,Africa,Violent offences,Serious assault,Total,2006,Counts,65
ESP,Spain,Europe,Violent offences,Serious assault,Total,2006,Counts,180706
EST,Estonia,Europe,Violent offences,Serious assault,Total,2006,Counts,141
FIN,Finland,Europe,Violent offences,Serious assault,Total,2006,Counts,30864
FRA,France,Europe,Violent offences,Serious assault,Total,2006,Counts,164359
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Serious assault,Total,2006,Counts,504718
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Serious assault,Total,2006,Counts,1164
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Serious assault,Total,2006,Counts,84692
GEO,Georgia,Asia,Violent offences,Serious assault,Total,2006,Counts,271
GRC,Greece,Europe,Violent offences,Serious assault,Total,2006,Counts,7399
GRD,Grenada,Americas,Violent offences,Serious assault,Total,2006,Counts,1903
GTM,Guatemala,Americas,Violent offences,Serious assault,Total,2006,Counts,6055
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Serious assault,Total,2006,Counts,8690
HRV,Croatia,Europe,Violent offences,Serious assault,Total,2006,Counts,1069
HUN,Hungary,Europe,Violent offences,Serious assault,Total,2006,Counts,11516
IND,India,Asia,Violent offences,Serious assault,Total,2006,Counts,264748
IRL,Ireland,Europe,Violent offences,Serious assault,Total,2006,Counts,13737
ISL,Iceland,Europe,Violent offences,Serious assault,Total,2006,Counts,56
ISR,Israel,Asia,Violent offences,Serious assault,Total,2006,Counts,50866
ITA,Italy,Europe,Violent offences,Serious assault,Total,2006,Counts,59143
JOR,Jordan,Asia,Violent offences,Serious assault,Total,2006,Counts,15694
JPN,Japan,Asia,Violent offences,Serious assault,Total,2006,Counts,64989
KAZ,Kazakhstan,Asia,Violent offences,Serious assault,Total,2006,Counts,2474
KEN,Kenya,Africa,Violent offences,Serious assault,Total,2006,Counts,13186
KGZ,Kyrgyzstan,Asia,Violent offences,Serious assault,Total,2006,Counts,206
KOR,Republic of Korea,Asia,Violent offences,Serious assault,Total,2006,Counts,281928
KWT,Kuwait,Asia,Violent offences,Serious assault,Total,2006,Counts,632
LIE,Liechtenstein,Europe,Violent offences,Serious assault,Total,2006,Counts,77
LTU,Lithuania,Europe,Violent offences,Serious assault,Total,2006,Counts,340
LUX,Luxembourg,Europe,Violent offences,Serious assault,Total,2006,Counts,1811
LVA,Latvia,Europe,Violent offences,Serious assault,Total,2006,Counts,1549
MAR,Morocco,Africa,Violent offences,Serious assault,Total,2006,Counts,36161
MCO,Monaco,Europe,Violent offences,Serious assault,Total,2006,Counts,140
MDA,Republic of Moldova,Europe,Violent offences,Serious assault,Total,2006,Counts,409
MEX,Mexico,Americas,Violent offences,Serious assault,Total,2006,Counts,245507
MKD,North Macedonia,Europe,Violent offences,Serious assault,Total,2006,Counts,441
MNE,Montenegro,Europe,Violent offences,Serious assault,Total,2006,Counts,164
MNG,Mongolia,Asia,Violent offences,Serious assault,Total,2006,Counts,3584
MOZ,Mozambique,Africa,Violent offences,Serious assault,Total,2006,Counts,800
MUS,Mauritius,Africa,Violent offences,Serious assault,Total,2006,Counts,106
MYS,Malaysia,Asia,Violent offences,Serious assault,Total,2006,Counts,5716
NIC,Nicaragua,Americas,Violent offences,Serious assault,Total,2006,Counts,18391
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Serious assault,Total,2006,Counts,69185
NOR,Norway,Europe,Violent offences,Serious assault,Total,2006,Counts,3185
NPL,Nepal,Asia,Violent offences,Serious assault,Total,2006,Counts,1047
NZL,New Zealand,Oceania,Violent offences,Serious assault,Total,2006,Counts,10140
PAN,Panama,Americas,Violent offences,Serious assault,Total,2006,Counts,6055
PER,Peru,Americas,Violent offences,Serious assault,Total,2006,Counts,15827
PRT,Portugal,Europe,Violent offences,Serious assault,Total,2006,Counts,39998
PRY,Paraguay,Americas,Violent offences,Serious assault,Total,2006,Counts,995
ROU,Romania,Europe,Violent offences,Serious assault,Total,2006,Counts,9459
RUS,Russian Federation,Europe,Violent offences,Serious assault,Total,2006,Counts,51429
SEN,Senegal,Africa,Violent offences,Serious assault,Total,2006,Counts,252
SGP,Singapore,Asia,Violent offences,Serious assault,Total,2006,Counts,636
SLB,Solomon Islands,Oceania,Violent offences,Serious assault,Total,2006,Counts,1168
SLV,El Salvador,Americas,Violent offences,Serious assault,Total,2006,Counts,4614
SRB,Serbia,Europe,Violent offences,Serious assault,Total,2006,Counts,1657
STP,Sao Tome and Principe,Africa,Violent offences,Serious assault,Total,2006,Counts,0
SVK,Slovakia,Europe,Violent offences,Serious assault,Total,2006,Counts,3200
SVN,Slovenia,Europe,Violent offences,Serious assault,Total,2006,Counts,2431
SWE,Sweden,Europe,Violent offences,Serious assault,Total,2006,Counts,77019
SYR,Syrian Arab Republic,Asia,Violent offences,Serious assault,Total,2006,Counts,5543
THA,Thailand,Asia,Violent offences,Serious assault,Total,2006,Counts,25798
TJK,Tajikistan,Asia,Violent offences,Serious assault,Total,2006,Counts,5762
TKM,Turkmenistan,Asia,Violent offences,Serious assault,Total,2006,Counts,83
TTO,Trinidad and Tobago,Americas,Violent offences,Serious assault,Total,2006,Counts,657
TUR,Türkiye,Asia,Violent offences,Serious assault,Total,2006,Counts,138937
UGA,Uganda,Africa,Violent offences,Serious assault,Total,2006,Counts,43782
UKR,Ukraine,Europe,Violent offences,Serious assault,Total,2006,Counts,6464
URY,Uruguay,Americas,Violent offences,Serious assault,Total,2006,Counts,615
USA,United States of America,Americas,Violent offences,Serious assault,Total,2006,Counts,874096
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Serious assault,Total,2006,Counts,1054
ZWE,Zimbabwe,Africa,Violent offences,Serious assault,Total,2006,Counts,77525
ALB,Albania,Europe,Violent offences,Serious assault,Total,2007,Counts,219
AND,Andorra,Europe,Violent offences,Serious assault,Total,2007,Counts,83
ARG,Argentina,Americas,Violent offences,Serious assault,Total,2007,Counts,137181
ARM,Armenia,Asia,Violent offences,Serious assault,Total,2007,Counts,164
AUT,Austria,Europe,Violent offences,Serious assault,Total,2007,Counts,3878
BEL,Belgium,Europe,Violent offences,Serious assault,Total,2007,Counts,74289
BGR,Bulgaria,Europe,Violent offences,Serious assault,Total,2007,Counts,3173
BHR,Bahrain,Asia,Violent offences,Serious assault,Total,2007,Counts,2634
BIH,Bosnia and Herzegovina,Europe,Violent offences,Serious assault,Total,2007,Counts,1566
BLR,Belarus,Europe,Violent offences,Serious assault,Total,2007,Counts,1657
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Serious assault,Total,2007,Counts,6441
BRA,Brazil,Americas,Violent offences,Serious assault,Total,2007,Counts,649027
BRB,Barbados,Americas,Violent offences,Serious assault,Total,2007,Counts,1549
CAN,Canada,Americas,Violent offences,Serious assault,Total,2007,Counts,58269
CHE,Switzerland,Europe,Violent offences,Serious assault,Total,2007,Counts,9644
CHL,Chile,Americas,Violent offences,Serious assault,Total,2007,Counts,21727
CIV,Côte d’Ivoire,Africa,Violent offences,Serious assault,Total,2007,Counts,9821
CMR,Cameroon,Africa,Violent offences,Serious assault,Total,2007,Counts,3482
COL,Colombia,Americas,Violent offences,Serious assault,Total,2007,Counts,47957
CRI,Costa Rica,Americas,Violent offences,Serious assault,Total,2007,Counts,6429
CYP,Cyprus,Asia,Violent offences,Serious assault,Total,2007,Counts,142
CZE,Czechia,Europe,Violent offences,Serious assault,Total,2007,Counts,19551
DEU,Germany,Europe,Violent offences,Serious assault,Total,2007,Counts,523283
DNK,Denmark,Europe,Violent offences,Serious assault,Total,2007,Counts,11552
DZA,Algeria,Africa,Violent offences,Serious assault,Total,2007,Counts,36915
EGY,Egypt,Africa,Violent offences,Serious assault,Total,2007,Counts,71
ESP,Spain,Europe,Violent offences,Serious assault,Total,2007,Counts,70536
EST,Estonia,Europe,Violent offences,Serious assault,Total,2007,Counts,145
FIN,Finland,Europe,Violent offences,Serious assault,Total,2007,Counts,34614
FRA,France,Europe,Violent offences,Serious assault,Total,2007,Counts,175886
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Serious assault,Total,2007,Counts,450766
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Serious assault,Total,2007,Counts,1148
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Serious assault,Total,2007,Counts,79523
GEO,Georgia,Asia,Violent offences,Serious assault,Total,2007,Counts,157
GIN,Guinea,Africa,Violent offences,Serious assault,Total,2007,Counts,293
GRC,Greece,Europe,Violent offences,Serious assault,Total,2007,Counts,7788
GRD,Grenada,Americas,Violent offences,Serious assault,Total,2007,Counts,1312
