Iso_code,Country,Region,Indicator,Category,Sex,Year,Unity,Value
JPN,Japan,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",8.03270205734669
KAZ,Kazakhstan,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",2.57856599877594
KEN,Kenya,Africa,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",8.02973488009047
KOR,Republic of Korea,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",28.4124568852101
KWT,Kuwait,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",17.8555637217257
LIE,Liechtenstein,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",34.3943020106336
LTU,Lithuania,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",15.6789245160599
LUX,Luxembourg,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",43.3951060904502
LVA,Latvia,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",14.8826201397242
MAR,Morocco,Africa,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",7.27466781314307
MDA,Republic of Moldova,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",9.8662151372596
MEX,Mexico,Americas,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",28.9147049883339
MKD,North Macedonia,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",7.01560154458559
MNE,Montenegro,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",6.7979353247595
MNG,Mongolia,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",12.5133559735972
MOZ,Mozambique,Africa,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",3.0815997486109
MUS,Mauritius,Africa,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",33.2076975442908
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",43.7347866186499
NOR,Norway,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",46.6843792693895
NZL,New Zealand,Oceania,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",67.5362406213621
PAN,Panama,Americas,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",24.2535862356
PHL,Philippines,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",1.49143644157144
PRT,Portugal,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",16.3980338672036
RUS,Russian Federation,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",14.5906196463984
SGP,Singapore,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",31.1595706576698
SLB,Solomon Islands,Oceania,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",46.8151985238013
SRB,Serbia,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",5.86288896483704
STP,Sao Tome and Principe,Africa,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",0
SVK,Slovakia,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",5.26292690147875
SVN,Slovenia,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",14.203628381432
SWE,Sweden,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",133.41431696966
TJK,Tajikistan,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",2.39464381940305
TTO,Trinidad and Tobago,Americas,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",58.318566075008
TUR,Türkiye,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",4.74128850377047
UGA,Uganda,Africa,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",59.2425729654863
UKR,Ukraine,Europe,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",4.53720547119158
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",136.412792289087
YEM,Yemen,Asia,Violent offences,Sexual violence,Total,2006,"Rate per 100,000 population",0.323222420090996
ALB,Albania,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",3.3937214137773
AND,Andorra,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",12.7928769261275
ARG,Argentina,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",26.4744968115247
ARM,Armenia,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",1.09839158858378
AUT,Austria,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",21.6161554299228
AZE,Azerbaijan,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",2.41034121984215
BEL,Belgium,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",61.5654828553881
BGR,Bulgaria,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",9.89760897604312
BHR,Bahrain,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",13.9351793121211
BHS,Bahamas,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",164.958138377511
BIH,Bosnia and Herzegovina,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",4.39135342510597
BLR,Belarus,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",6.96113346792882
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",24.6829624332932
BRA,Brazil,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",15.3758696435722
BRB,Barbados,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",73.6800223987268
CAN,Canada,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",74.5896708459948
CHL,Chile,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",63.5141454616394
CIV,Côte d’Ivoire,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",4.32946283728875
COL,Colombia,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",16.4847920807973
CRI,Costa Rica,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",120.112098619398
CYP,Cyprus,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",11.9194727868193
CZE,Czechia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",16.33805318312
DEU,Germany,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",69.3253808138224
DZA,Algeria,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",11.4907596636847
EGY,Egypt,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",0.205549205828412
ESP,Spain,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",22.870640184758
EST,Estonia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",18.2011450310501
FIN,Finland,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",43.9806538066428
FRA,France,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",37.9051630983495
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",76.3430612742012
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",82.1941291367403
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",126.731141199226
GEO,Georgia,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",5.50368862331245
GIN,Guinea,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",0.345655353122556
GRC,Greece,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",5.00383492105166
GRD,Grenada,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",136.944000644442
GTM,Guatemala,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",2.32174289588655
GUY,Guyana,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",18.2413850762999
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",26.0088758681051
HRV,Croatia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",15.4578380091213
HUN,Hungary,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",6.40363495416671
IND,India,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",5.91926408235087
IRL,Ireland,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",31.3314681247038
ISL,Iceland,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",111.911701987796
ISR,Israel,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",66.5995109610856
ITA,Italy,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",8.3312800025819
JAM,Jamaica,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",45.3128418592925
JPN,Japan,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",7.36681766273203
KAZ,Kazakhstan,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",2.38658474475039
KEN,Kenya,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",8.02118075461355
KOR,Republic of Korea,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",27.8615357780381
KWT,Kuwait,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",16.7945271383203
LIE,Liechtenstein,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",51.2098322877993
LTU,Lithuania,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",12.3761695480223
LUX,Luxembourg,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",123.367130786872
LVA,Latvia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",21.1391910031603
MAR,Morocco,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",8.10370358464494
MDA,Republic of Moldova,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",10.9109396485749
MDV,Maldives,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",105.189987881621
MEX,Mexico,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",30.5642579174627
MKD,North Macedonia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",6.95948332795773
MLT,Malta,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",16.9869515944681
MNE,Montenegro,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",4.74741760263323
MNG,Mongolia,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",14.0464369063605
MOZ,Mozambique,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",2.95575581284154
MUS,Mauritius,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",30.2223229632988
NGA,Nigeria,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",1.04184910264896
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",39.7773638979669
NOR,Norway,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",47.4564913154621
NZL,New Zealand,Oceania,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",66.0429696216553
OMN,Oman,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",5.06581530267671
PAN,Panama,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",25.5564874137942
PER,Peru,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",25.2024561765545
PHL,Philippines,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",1.57433934942738
POL,Poland,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",9.62829586120343
PRT,Portugal,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",17.1311463074666
ROU,Romania,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",7.54426652616173
RUS,Russian Federation,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",14.101680635671
SGP,Singapore,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",31.4801503498843
SLB,Solomon Islands,Oceania,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",27.5455343536411
SLE,Sierra Leone,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",11.7019836461832
SRB,Serbia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",5.40075538393442
STP,Sao Tome and Principe,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",0
SVK,Slovakia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",5.44773502514325
SVN,Slovenia,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",17.9416170883276
SWE,Sweden,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",137.086706168618
SYR,Syrian Arab Republic,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",0.33811515100754
TJK,Tajikistan,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",2.37883554191752
TTO,Trinidad and Tobago,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",65.0606811802773
TUR,Türkiye,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",3.51360825728592
UGA,Uganda,Africa,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",63.5981257250301
UKR,Ukraine,Europe,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",4.09819535168778
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",130.838085613225
YEM,Yemen,Asia,Violent offences,Sexual violence,Total,2007,"Rate per 100,000 population",0.23849969909288
ALB,Albania,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.57479700605314
AND,Andorra,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",19.7225691933469
ARG,Argentina,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",26.3297929726915
ARM,Armenia,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.11166979115586
AUT,Austria,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",35.2596299709739
AZE,Azerbaijan,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.47786147443203
BDI,Burundi,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",7.23595207552836
BEL,Belgium,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",61.3981017116515
BGR,Bulgaria,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",9.75906827868928
BHR,Bahrain,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",15.7608813124581
BHS,Bahamas,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",153.530230570984
BIH,Bosnia and Herzegovina,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",4.31100940510099
BLR,Belarus,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",5.3842395645366
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",26.0207054374166
BRA,Brazil,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",16.7486437607952
BRB,Barbados,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",62.7211056520519
BTN,Bhutan,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",5.79931191164168
CAN,Canada,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",75.325403364344
CHL,Chile,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",76.4998893854573
CIV,Côte d’Ivoire,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",3.53677180659391
COL,Colombia,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",15.5790282726041
CRI,Costa Rica,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",125.346490975741
CYP,Cyprus,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",8.87961259257225
CZE,Czechia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",16.1871808511817
DEU,Germany,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",69.9159818818318
DZA,Algeria,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",11.3915142533357
EGY,Egypt,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",0.231379929744705
ESP,Spain,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",25.144377851558
EST,Estonia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",27.5240817016464
FIN,Finland,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",54.6924153890831
FRA,France,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",38.9348787217655
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",74.6201979077243
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",88.7501461370361
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",121.682138807204
GEO,Georgia,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",5.20658948026638
GRC,Greece,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",6.15877873404407
GRD,Grenada,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",150.250936845708
GTM,Guatemala,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.75404234400907
GUY,Guyana,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",17.7683484717894
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",26.3237133115019
HRV,Croatia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",17.320395915573
HUN,Hungary,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",25.2107295747697
IND,India,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",6.14004001803856
IRL,Ireland,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",31.5785241778971
ISL,Iceland,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",115.827077726894
ISR,Israel,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",63.5661321005151
ITA,Italy,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",8.26182135693147
JAM,Jamaica,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",54.2898376578951
JPN,Japan,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",6.81539765807508
KAZ,Kazakhstan,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.12391343151123
KEN,Kenya,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",6.93854412297785
KOR,Republic of Korea,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",31.0360043891328
KWT,Kuwait,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",15.8812130530746
LBN,Lebanon,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.06644838697335
LIE,Liechtenstein,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",31.0730074433977
LKA,Sri Lanka,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",3.67254811691204
LTU,Lithuania,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",12.6536032685994
LUX,Luxembourg,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",72.2419881486302
LVA,Latvia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",19.3451301425029
MAC,"China, Macao Special Administrative Region",Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",8.12795288055595
MAR,Morocco,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",8.08914381897109
MDA,Republic of Moldova,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",12.4330412530407
MDV,Maldives,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",139.217473128653
MEX,Mexico,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",29.9604805561888
MKD,North Macedonia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",7.42968047101298
MLT,Malta,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",19.3516472484981
MNE,Montenegro,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",5.54265348993177
MNG,Mongolia,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",14.1615740684494
MOZ,Mozambique,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.92965562676297
MUS,Mauritius,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",32.3747887407853
NGA,Nigeria,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",0.891834657188273
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",63.7576492472709
NOR,Norway,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",48.147758256313
NZL,New Zealand,Oceania,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",64.1278576155
OMN,Oman,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",6.90297993722438
PAN,Panama,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",20.9425461844655
PER,Peru,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",26.2443638406127
PHL,Philippines,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",1.65036887223709
POL,Poland,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",8.55076189391121
PRT,Portugal,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",21.2740600782859
PRY,Paraguay,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",48.7498290567404
PSE,State of Palestine,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",0.682626294397292
ROU,Romania,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",7.6028614723684
RUS,Russian Federation,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",13.1752426288512
SGP,Singapore,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",28.9971771671721
SLB,Solomon Islands,Oceania,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",23.6433650322383
SLE,Sierra Leone,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",10.2284389678241
SRB,Serbia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",5.64562514551081
STP,Sao Tome and Principe,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",0
SVK,Slovakia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",4.68259094446373
SVN,Slovenia,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",13.5691013862607
SWE,Sweden,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",159.037479774946
SYR,Syrian Arab Republic,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",0.395826406371222
TJK,Tajikistan,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",2.48476816635168
TTO,Trinidad and Tobago,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",55.9303792424341
TUR,Türkiye,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",3.70859937684874
UGA,Uganda,Africa,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",33.9726217050736
UKR,Ukraine,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",4.33103082419603
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",155.009948737938
XKX,Kosovo under UNSCR 1244,Europe,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",10.7576370905582
YEM,Yemen,Asia,Violent offences,Sexual violence,Total,2008,"Rate per 100,000 population",0.347207278973419
ALB,Albania,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",2.83224058894225
AND,Andorra,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",8.12435682175161
ARM,Armenia,Asia,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",2.46264122657075
AUT,Austria,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",30.7805309785428
AZE,Azerbaijan,Asia,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",2.92775100036975
BDI,Burundi,Africa,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",8.03732441603671
BEL,Belgium,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",62.6865679932623
BGR,Bulgaria,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",9.50916966873511
BHS,Bahamas,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",160.029778036796
BIH,Bosnia and Herzegovina,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",2.29514538069757
BLR,Belarus,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",5.21638893067921
BLZ,Belize,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",64.2962977109563
BMU,Bermuda,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",123.118691153606
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",29.4090784909999
BRA,Brazil,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",19.7483467160076
BRB,Barbados,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",63.552009467058
BTN,Bhutan,Asia,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",9.74662361907902
CAN,Canada,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",73.8854001455085
CHE,Switzerland,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",85.9536059981343
CHL,Chile,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",78.2846198998933
CMR,Cameroon,Africa,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",7.08618760725688
COL,Colombia,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",17.4708094524797
CRI,Costa Rica,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",142.489976174238
CYP,Cyprus,Asia,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",7.02086637491066
CZE,Czechia,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",16.6002815330984
DEU,Germany,Europe,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",60.403185479214
DZA,Algeria,Africa,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",12.0212397776488
ECU,Ecuador,Americas,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",25.0427904777163
EGY,Egypt,Africa,Violent offences,Sexual violence,Total,2009,"Rate per 100,000 population",0.232745641621489
