Country Name,Country Code,Indicator Code,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mexico,MEX,SE.SEC.CUAT.UP.FE.ZS,30.6399993896484,29.6499996185303,32.1500015258789,30.9500007629395,33.0900001525879,32.8199996948242,36.0778121948242,35.2099990844727,38.5226173400879,36.75,40.0195617675781
Colombia,COL,SE.SEC.CUAT.UP.FE.ZS,43.4900016784668,44.6500015258789,45.5499992370605,47.5999984741211,48.7999992370605,50.3800010681152,52.0099983215332,54.2400016784668,55.0900001525879,57.2599983215332,58.1443710327148
